age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,blue-collar,single,primary,no,851,yes,no,cellular,15,may,151,1,352,1,failure,no
50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,182,2,failure,yes
44,blue-collar,single,primary,no,36,yes,no,cellular,15,may,551,1,371,2,failure,yes
71,management,married,tertiary,no,13297,no,no,cellular,11,aug,265,1,190,2,failure,no
37,technician,married,secondary,no,494,yes,no,cellular,2,feb,247,2,269,3,failure,no
37,blue-collar,married,secondary,no,604,yes,no,cellular,7,oct,371,1,495,1,failure,yes
57,services,married,secondary,no,5486,yes,no,cellular,11,may,86,7,285,3,failure,no
38,management,married,tertiary,no,93,yes,no,cellular,25,may,74,1,272,4,failure,no
31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,261,2,failure,yes
27,technician,single,tertiary,no,11862,no,no,cellular,20,aug,217,1,87,6,failure,yes
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,nov,888,2,183,2,failure,yes
48,admin.,divorced,secondary,no,-407,yes,no,cellular,14,may,210,2,352,1,failure,no
33,management,divorced,tertiary,no,0,yes,yes,cellular,21,nov,211,7,94,8,failure,no
35,blue-collar,single,secondary,no,1239,yes,no,cellular,29,jan,112,1,195,1,failure,no
38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,291,4,331,1,failure,no
31,blue-collar,single,secondary,no,1598,yes,no,cellular,11,may,152,2,305,1,success,no
40,admin.,married,secondary,no,0,yes,no,cellular,3,feb,561,1,201,1,failure,no
32,admin.,married,secondary,no,337,no,no,cellular,15,may,51,3,368,1,failure,no
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,yes
58,management,married,secondary,no,111,no,no,telephone,22,jun,39,1,90,2,failure,no
58,housemaid,married,primary,no,4605,no,no,cellular,11,sep,339,1,38,1,failure,no
33,management,single,tertiary,no,312,no,no,cellular,11,aug,271,1,369,3,failure,no
36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
57,management,divorced,tertiary,no,-676,yes,yes,cellular,29,jan,100,2,247,1,failure,no
33,management,single,tertiary,no,5437,no,no,cellular,7,oct,201,1,58,3,failure,yes
57,admin.,divorced,primary,no,207,yes,no,cellular,16,apr,284,1,317,4,failure,no
28,technician,single,secondary,no,34,yes,no,cellular,4,feb,16,6,268,4,failure,no
30,admin.,married,secondary,no,-150,yes,no,cellular,6,may,174,1,365,1,failure,no
36,blue-collar,married,secondary,no,153,yes,no,cellular,8,may,263,1,171,2,failure,no
32,technician,married,secondary,no,1951,yes,no,cellular,8,apr,518,2,261,2,failure,no
23,student,single,secondary,no,922,no,no,cellular,25,nov,242,1,85,8,failure,no
36,management,married,tertiary,no,396,no,no,cellular,21,nov,64,2,100,5,failure,no
59,unemployed,divorced,secondary,no,7469,no,no,cellular,22,feb,287,1,130,1,failure,no
58,blue-collar,married,secondary,no,1298,yes,no,cellular,29,jan,522,2,245,4,failure,no
58,services,married,secondary,no,2745,yes,no,cellular,7,may,161,1,324,2,failure,no
47,services,married,secondary,no,4,no,no,cellular,13,aug,73,2,105,6,success,no
30,student,single,tertiary,no,3026,no,no,cellular,23,jul,251,1,535,1,failure,yes
43,blue-collar,married,primary,no,46,yes,no,cellular,15,may,38,7,332,6,failure,no
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,2,91,3,success,yes
50,services,married,secondary,no,2420,yes,no,cellular,20,apr,102,6,235,13,failure,no
37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success,yes
43,blue-collar,married,primary,no,188,yes,no,cellular,12,may,58,3,347,5,failure,no
52,blue-collar,married,primary,no,4793,yes,no,telephone,21,nov,61,3,168,2,failure,no
76,retired,married,secondary,no,2302,no,no,telephone,5,feb,110,1,87,2,failure,no
43,management,divorced,tertiary,no,221,yes,no,cellular,11,may,313,1,369,2,failure,no
39,services,married,secondary,no,1099,no,no,cellular,29,jan,211,2,245,6,failure,no
36,admin.,single,tertiary,no,635,no,no,cellular,26,may,80,1,102,1,failure,no
51,self-employed,married,primary,no,106,yes,no,telephone,6,may,217,1,169,5,failure,no
50,management,married,secondary,no,2910,no,no,telephone,19,nov,433,1,113,1,failure,no
37,technician,married,secondary,no,1109,yes,no,cellular,12,may,62,1,354,5,failure,no
59,technician,married,secondary,no,116,no,no,cellular,12,aug,398,4,422,3,failure,yes
39,management,single,tertiary,no,968,yes,no,cellular,7,may,59,1,258,6,failure,no
35,blue-collar,married,secondary,no,86,no,no,cellular,19,nov,127,1,111,2,failure,no
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,yes
40,services,divorced,secondary,no,1062,yes,no,cellular,15,apr,389,2,299,4,failure,no
37,management,married,tertiary,no,630,no,no,cellular,30,apr,315,1,87,1,success,yes
32,housemaid,married,secondary,no,0,yes,no,cellular,12,may,549,1,368,2,failure,no
46,management,single,tertiary,no,6651,no,no,cellular,22,may,114,1,60,1,failure,no
35,blue-collar,divorced,secondary,no,164,yes,no,cellular,18,may,11,5,364,13,failure,no
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
32,blue-collar,single,secondary,no,-219,yes,no,cellular,7,may,446,6,342,2,failure,no
29,management,single,tertiary,no,187,yes,no,cellular,28,jan,154,2,555,2,failure,no
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,yes
52,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,168,1,462,1,success,yes
31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes
40,unemployed,married,tertiary,no,2135,yes,no,cellular,5,feb,171,5,230,1,failure,no
41,technician,single,secondary,no,200,yes,no,cellular,14,may,353,6,373,2,failure,no
54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure,yes
43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,71,1,success,yes
33,admin.,married,tertiary,no,79,yes,no,cellular,5,may,389,1,195,4,success,yes
46,management,single,secondary,no,5993,no,no,cellular,20,may,165,1,56,3,failure,no
42,admin.,single,secondary,no,734,yes,no,cellular,16,apr,332,2,317,3,failure,no
36,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,may,450,2,304,2,success,no
45,blue-collar,married,primary,no,0,yes,yes,cellular,12,may,36,3,172,5,failure,no
31,blue-collar,divorced,primary,no,1,yes,no,cellular,8,may,36,5,336,9,failure,no
40,blue-collar,married,primary,no,106,yes,no,cellular,12,may,23,1,370,1,failure,no
35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,apr,93,3,329,7,failure,no
57,technician,married,secondary,no,124,yes,no,telephone,11,may,296,1,287,12,failure,no
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,jul,272,3,182,2,success,yes
35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,no
48,admin.,divorced,secondary,no,295,yes,no,cellular,17,nov,123,1,164,2,success,no
49,self-employed,married,tertiary,no,503,yes,no,cellular,6,feb,310,4,200,1,failure,no
36,entrepreneur,married,secondary,no,313,yes,no,cellular,29,jan,167,2,198,1,failure,no
34,management,single,tertiary,no,3679,yes,no,cellular,21,nov,146,1,101,1,failure,no
48,technician,married,secondary,no,4265,yes,no,cellular,21,nov,327,1,192,2,failure,no
36,blue-collar,married,primary,no,441,yes,no,cellular,7,may,100,4,358,1,failure,no
26,student,single,tertiary,no,5169,yes,no,cellular,25,may,397,1,35,2,failure,yes
39,blue-collar,married,secondary,no,49,yes,no,cellular,14,may,566,1,370,2,failure,no
42,blue-collar,married,primary,no,560,yes,yes,cellular,16,apr,122,4,149,2,failure,no
31,services,single,secondary,no,181,no,no,cellular,13,nov,239,2,93,2,success,yes
41,admin.,married,secondary,no,1380,yes,no,cellular,17,apr,65,1,333,1,failure,no
38,services,married,secondary,no,507,yes,no,cellular,17,apr,55,1,344,1,failure,no
38,services,married,secondary,no,741,yes,no,cellular,11,may,363,1,343,2,failure,no
59,retired,married,primary,no,4007,no,no,cellular,28,may,581,3,63,6,failure,no
43,blue-collar,married,secondary,no,388,yes,yes,cellular,6,may,644,1,355,2,failure,no
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,yes
53,admin.,married,secondary,no,8892,yes,no,cellular,13,may,177,1,174,1,failure,no
37,technician,single,secondary,no,-272,no,yes,cellular,20,nov,104,3,139,6,failure,no
39,admin.,married,secondary,no,47,yes,no,cellular,16,aug,143,2,371,6,failure,no
38,admin.,single,secondary,no,115,no,no,cellular,5,aug,250,3,182,10,failure,no
62,retired,married,primary,no,1515,yes,no,cellular,19,oct,131,1,187,2,failure,no
33,management,married,tertiary,no,1388,yes,no,cellular,10,nov,280,1,89,2,failure,no
30,management,single,tertiary,no,640,no,no,cellular,6,feb,124,4,213,2,failure,no
50,blue-collar,married,primary,no,226,yes,no,cellular,15,may,98,1,330,5,failure,no
59,retired,married,primary,no,3648,no,no,telephone,23,oct,257,2,126,3,success,yes
37,management,married,tertiary,no,3794,no,no,cellular,18,aug,147,1,379,1,failure,no
59,retired,married,primary,no,4007,no,no,cellular,26,mar,157,2,116,4,failure,no
40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes
35,technician,single,secondary,no,204,yes,no,cellular,30,nov,110,3,189,1,success,no
36,technician,single,secondary,no,2151,yes,no,cellular,13,may,134,1,370,1,failure,no
41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225,2,275,2,failure,no
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,182,3,success,yes
62,retired,married,secondary,no,2917,no,no,cellular,12,apr,147,1,188,1,success,no
40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,1,93,1,success,yes
44,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,yes
70,retired,divorced,secondary,no,6850,no,no,telephone,5,mar,252,3,183,1,failure,no
37,management,married,primary,no,5427,no,no,cellular,18,nov,201,1,159,1,failure,no
27,management,single,secondary,no,145,yes,no,cellular,5,may,121,4,89,3,failure,no
53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,53,1,325,1,failure,no
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,yes
35,management,single,tertiary,no,1228,no,no,cellular,9,nov,696,2,88,12,failure,yes
34,management,married,tertiary,no,498,yes,no,cellular,29,jan,84,1,251,2,failure,no
59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes
56,blue-collar,married,primary,no,1137,no,no,telephone,12,oct,99,3,102,1,success,no
53,management,married,tertiary,no,1356,yes,no,cellular,21,may,429,1,193,6,failure,no
45,self-employed,married,tertiary,no,-497,yes,yes,cellular,15,may,217,1,176,1,failure,no
59,admin.,married,secondary,no,1575,yes,no,cellular,12,may,301,3,263,11,success,no
52,admin.,divorced,tertiary,no,0,yes,yes,cellular,30,jun,122,1,64,1,failure,no
53,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,7,apr,210,1,253,2,failure,no
58,blue-collar,divorced,secondary,no,644,no,yes,cellular,17,nov,220,4,109,4,failure,no
43,admin.,single,secondary,no,386,no,no,cellular,12,jul,220,3,529,1,failure,yes
48,technician,married,secondary,no,101,yes,no,cellular,29,jan,414,2,192,3,failure,no
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes
40,blue-collar,married,secondary,no,123,yes,no,cellular,2,feb,247,1,241,3,failure,no
77,retired,married,primary,no,2590,no,no,telephone,12,aug,345,1,178,20,failure,yes
32,management,married,tertiary,no,1667,yes,no,cellular,18,nov,164,2,179,3,failure,no
47,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541,1,204,3,failure,no
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
34,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,2,85,1,success,yes
48,self-employed,married,secondary,no,1559,no,no,cellular,24,dec,520,3,133,3,failure,no
33,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no
30,management,single,tertiary,no,147,no,no,cellular,9,sep,234,1,100,1,failure,yes
63,retired,married,primary,no,12067,no,no,telephone,29,apr,660,1,191,1,failure,yes
53,services,divorced,primary,no,146,yes,no,cellular,14,may,149,1,370,1,failure,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,jul,84,5,183,2,failure,no
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,508,1,92,4,failure,yes
27,services,married,secondary,no,311,yes,no,cellular,15,may,50,1,352,1,failure,no
30,blue-collar,married,secondary,no,2,yes,yes,cellular,17,apr,291,2,326,1,failure,no
37,blue-collar,married,primary,no,287,yes,no,telephone,20,apr,73,3,325,3,failure,no
57,technician,married,secondary,no,589,yes,no,cellular,11,aug,167,1,190,5,failure,yes
77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1616,1,95,2,success,yes
70,retired,married,primary,no,3230,no,no,cellular,11,jan,300,2,48,1,failure,no
31,blue-collar,married,secondary,no,625,yes,no,cellular,2,jul,135,2,49,3,failure,yes
28,services,single,secondary,no,437,yes,yes,cellular,17,apr,219,1,322,2,failure,no
32,blue-collar,married,secondary,no,335,yes,no,cellular,13,may,240,3,370,1,failure,no
70,retired,divorced,primary,no,482,no,no,telephone,14,jan,372,1,196,2,success,yes
47,management,married,tertiary,no,4879,no,no,cellular,6,jul,96,3,340,3,failure,no
56,services,divorced,secondary,no,218,yes,no,cellular,2,feb,113,2,249,2,failure,no
28,unemployed,married,secondary,no,293,yes,no,cellular,20,apr,230,1,329,3,failure,no
34,student,single,tertiary,no,3404,yes,no,cellular,8,apr,420,1,139,5,failure,no
19,student,single,primary,no,103,no,no,cellular,18,jan,177,2,95,4,failure,no
52,admin.,divorced,secondary,no,340,yes,no,cellular,17,apr,463,1,344,1,failure,no
46,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no
32,entrepreneur,married,tertiary,no,964,yes,no,cellular,19,nov,130,1,120,2,failure,no
49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success,no
34,blue-collar,married,secondary,no,-257,yes,no,cellular,15,may,160,1,368,4,failure,no
26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
49,blue-collar,married,primary,no,762,yes,no,cellular,7,may,373,2,360,4,failure,no
33,admin.,married,secondary,no,4012,no,yes,cellular,28,jan,90,1,265,4,failure,no
36,technician,single,secondary,no,317,yes,no,cellular,30,jan,198,2,266,2,failure,no
27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
32,technician,single,tertiary,no,388,yes,no,cellular,15,may,58,1,266,2,failure,no
41,blue-collar,married,primary,no,201,yes,no,cellular,4,feb,69,1,1,1,success,no
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,161,3,188,9,failure,no
28,admin.,married,secondary,no,1595,no,no,cellular,9,sep,268,1,254,4,success,yes
47,admin.,single,secondary,no,19,yes,yes,cellular,18,nov,90,2,123,1,failure,no
25,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,1,91,1,success,yes
42,entrepreneur,married,tertiary,no,1068,yes,no,cellular,13,apr,444,1,300,8,failure,no
39,admin.,married,secondary,no,217,yes,no,cellular,8,apr,284,1,308,4,failure,no
39,management,married,secondary,no,18,yes,no,cellular,21,aug,102,1,91,1,failure,no
38,technician,single,secondary,no,2442,no,no,cellular,27,may,161,1,100,3,success,no
30,blue-collar,married,primary,no,1101,yes,yes,cellular,19,nov,779,2,175,1,failure,no
43,technician,married,secondary,no,4945,yes,no,cellular,3,sep,219,3,185,2,success,yes
35,blue-collar,married,secondary,no,577,no,no,cellular,13,may,55,1,364,1,failure,no
35,technician,married,secondary,no,883,yes,no,cellular,7,may,333,1,351,1,failure,no
51,services,married,tertiary,no,218,yes,no,cellular,7,may,154,3,363,2,failure,no
49,admin.,single,secondary,no,1150,yes,no,cellular,18,may,126,2,355,1,failure,no
58,management,divorced,tertiary,no,50,yes,no,cellular,21,nov,675,4,171,4,failure,no
53,admin.,married,secondary,no,0,no,no,telephone,6,sep,353,1,655,5,failure,no
41,admin.,divorced,secondary,no,270,yes,no,cellular,6,apr,143,1,336,1,failure,no
33,blue-collar,married,primary,no,-457,yes,yes,cellular,6,may,128,1,350,1,failure,no
50,blue-collar,married,primary,no,216,yes,no,telephone,13,may,137,1,369,2,failure,no
32,blue-collar,single,secondary,no,2597,yes,no,cellular,15,may,233,1,368,1,failure,no
40,management,married,tertiary,no,198,yes,no,cellular,18,may,214,5,364,8,failure,no
34,management,married,tertiary,no,158,no,no,cellular,9,mar,212,3,181,6,success,yes
31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,126,1,148,6,failure,no
80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
51,blue-collar,married,primary,no,362,yes,no,cellular,4,feb,108,4,272,2,failure,no
37,management,single,tertiary,no,1027,yes,no,cellular,1,oct,137,1,119,1,failure,yes
29,management,married,tertiary,no,5698,no,no,cellular,15,apr,437,1,264,1,failure,no
42,management,single,tertiary,no,1113,yes,yes,cellular,18,nov,89,2,162,12,failure,no
38,management,married,tertiary,no,1187,yes,yes,cellular,5,jun,76,2,123,1,failure,no
41,services,married,secondary,no,2399,yes,no,cellular,15,may,303,2,351,2,failure,no
31,admin.,married,secondary,no,457,yes,no,cellular,21,nov,283,1,171,5,failure,no
45,technician,divorced,secondary,no,-14,no,no,cellular,18,nov,39,2,127,3,failure,no
40,technician,married,secondary,no,192,yes,yes,cellular,15,may,16,8,351,5,failure,no
38,management,married,tertiary,no,569,yes,no,cellular,6,feb,105,2,252,1,failure,no
55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,2,63,2,success,yes
54,blue-collar,divorced,primary,no,215,yes,no,cellular,18,may,34,7,348,5,failure,no
80,retired,married,secondary,no,8304,no,no,telephone,6,apr,681,1,118,11,success,no
27,technician,married,secondary,no,876,yes,no,cellular,18,may,268,1,355,1,failure,no
61,blue-collar,married,secondary,no,681,yes,no,telephone,19,aug,173,6,492,2,failure,no
33,technician,married,secondary,no,0,yes,no,cellular,4,feb,56,1,274,2,failure,no
39,technician,single,secondary,no,283,yes,no,cellular,11,may,369,2,350,1,failure,no
46,blue-collar,married,secondary,no,-3,yes,no,cellular,29,jan,79,2,265,2,failure,no
32,technician,single,tertiary,no,388,no,no,cellular,2,aug,100,8,95,3,success,no
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,90,1,success,yes
48,services,married,secondary,no,51,yes,yes,cellular,2,feb,90,1,262,1,failure,no
44,admin.,single,secondary,no,-497,yes,no,cellular,11,may,115,2,370,2,failure,no
29,blue-collar,married,primary,no,459,yes,yes,cellular,17,apr,202,3,318,1,failure,no
55,blue-collar,married,secondary,no,1765,yes,no,cellular,5,feb,445,1,267,1,failure,no
33,blue-collar,married,secondary,no,328,yes,no,cellular,20,apr,72,1,264,9,failure,no
70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success,yes
40,blue-collar,married,primary,no,104,yes,no,cellular,13,may,277,2,343,2,failure,no
32,management,married,tertiary,no,6138,no,no,cellular,29,jul,519,2,90,9,failure,yes
46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes
54,retired,married,secondary,no,303,yes,no,cellular,20,apr,240,1,349,2,failure,no
58,blue-collar,married,secondary,no,3027,yes,no,cellular,27,oct,120,1,186,1,success,no
58,retired,married,secondary,no,1227,no,no,cellular,14,aug,182,2,37,2,failure,no
37,blue-collar,single,secondary,no,2235,yes,no,cellular,20,apr,419,2,151,2,failure,no
34,technician,divorced,secondary,no,558,yes,no,cellular,7,may,130,2,167,5,failure,no
44,blue-collar,single,primary,no,-234,yes,yes,cellular,15,may,71,3,347,1,failure,no
73,retired,married,primary,no,508,no,no,cellular,14,jun,154,4,97,1,success,no
60,blue-collar,married,primary,no,6271,yes,no,cellular,6,may,210,2,254,5,failure,no
54,management,married,tertiary,no,3795,yes,yes,cellular,17,nov,227,2,119,1,failure,no
57,admin.,divorced,secondary,yes,-435,yes,yes,cellular,6,feb,89,5,273,2,failure,no
60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,1,92,4,success,yes
24,blue-collar,single,secondary,no,1690,yes,yes,cellular,15,may,543,3,350,3,failure,no
56,unemployed,married,secondary,no,12,no,no,cellular,12,oct,511,3,187,1,failure,yes
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success,yes
57,technician,married,secondary,no,28,yes,no,cellular,8,may,163,1,358,1,failure,no
32,blue-collar,married,primary,no,50,yes,no,cellular,13,may,275,1,370,2,failure,no
31,student,single,tertiary,no,25,yes,no,cellular,8,may,85,2,368,2,failure,no
52,blue-collar,married,secondary,no,568,yes,no,telephone,17,apr,246,1,317,1,failure,no
42,admin.,married,secondary,no,16517,no,no,cellular,24,aug,497,2,279,2,failure,no
23,student,single,secondary,no,107,no,no,cellular,13,apr,256,5,181,2,success,yes
52,management,married,secondary,no,4873,no,no,telephone,6,feb,381,6,213,9,failure,no
53,services,married,primary,no,2618,yes,no,cellular,5,may,185,2,165,2,failure,no
37,self-employed,divorced,secondary,no,-38,yes,no,cellular,12,may,165,1,175,2,failure,no
35,blue-collar,single,secondary,no,297,yes,no,cellular,29,jan,251,3,265,4,failure,no
44,management,married,tertiary,no,226,yes,no,cellular,14,aug,190,3,270,3,failure,yes
54,management,married,tertiary,no,7249,yes,yes,cellular,11,may,346,1,96,3,failure,no
49,unemployed,married,tertiary,no,-471,yes,no,cellular,20,nov,77,3,185,7,failure,no
42,blue-collar,married,primary,no,201,yes,no,cellular,11,aug,265,1,103,3,success,yes
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,yes
36,technician,divorced,secondary,no,69,yes,no,cellular,12,may,61,2,369,3,failure,no
48,services,married,secondary,no,440,yes,no,cellular,20,apr,611,1,312,1,failure,no
36,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,259,3,475,4,success,yes
46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success,yes
30,services,single,secondary,no,9,no,yes,cellular,29,jan,194,2,205,2,failure,no
60,housemaid,married,primary,no,182,no,no,cellular,6,may,141,1,10,10,failure,no
80,retired,married,secondary,no,8304,no,no,telephone,8,sep,606,3,91,13,success,yes
34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,371,3,failure,yes
30,technician,married,secondary,no,2326,no,no,cellular,14,dec,420,1,175,2,failure,yes
55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,yes
33,technician,single,secondary,no,1769,yes,no,cellular,18,nov,273,1,182,1,failure,no
71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
25,student,single,secondary,no,486,no,no,cellular,13,sep,273,3,199,4,failure,yes
26,admin.,single,secondary,no,66,yes,no,cellular,14,may,451,1,339,3,failure,no
31,management,single,tertiary,no,775,yes,no,cellular,20,apr,207,1,308,2,failure,no
37,unemployed,married,tertiary,no,7620,no,no,telephone,23,feb,367,1,176,6,failure,yes
52,blue-collar,married,secondary,no,1797,yes,no,cellular,27,nov,92,2,99,1,failure,no
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,apr,264,1,317,1,failure,no
48,management,married,secondary,no,4415,yes,no,cellular,18,nov,271,1,102,6,failure,no
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,yes
46,services,married,secondary,no,561,yes,no,cellular,9,feb,84,4,256,7,failure,no
55,admin.,married,tertiary,no,59,yes,no,cellular,11,may,51,1,305,1,failure,no
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,1,279,1,failure,yes
51,entrepreneur,married,primary,no,1443,no,no,cellular,26,may,574,1,97,10,success,no
61,management,married,tertiary,no,13546,no,no,cellular,25,jan,318,2,283,3,success,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no
49,management,married,tertiary,no,6613,no,no,cellular,19,nov,106,1,155,3,failure,no
41,management,married,tertiary,no,526,yes,no,cellular,15,may,229,5,268,4,failure,no
38,admin.,married,secondary,no,755,yes,no,cellular,25,may,531,1,97,1,success,no
31,self-employed,single,tertiary,no,283,no,no,cellular,28,jan,98,2,241,1,failure,no
31,management,single,tertiary,no,170,yes,yes,cellular,5,may,168,1,265,2,failure,no
33,blue-collar,married,secondary,no,2502,yes,no,cellular,20,apr,285,1,270,1,failure,no
49,management,divorced,tertiary,no,20727,no,no,cellular,1,apr,285,3,132,2,failure,no
28,admin.,married,secondary,no,-393,yes,yes,cellular,7,may,247,2,349,2,failure,no
27,technician,single,secondary,no,-211,yes,no,cellular,7,may,146,1,349,3,failure,no
57,technician,married,primary,no,1276,yes,no,cellular,30,jan,44,1,200,4,failure,no
31,technician,married,secondary,no,310,yes,no,cellular,17,apr,334,2,240,2,failure,no
30,blue-collar,single,secondary,no,1012,yes,no,cellular,17,apr,22,3,329,1,failure,no
38,technician,single,tertiary,no,6889,yes,no,cellular,28,jan,194,1,286,3,failure,no
35,management,divorced,tertiary,no,434,yes,no,cellular,11,may,277,1,271,2,success,no
48,admin.,single,secondary,no,1544,yes,no,telephone,30,jun,263,1,450,2,failure,yes
52,technician,married,secondary,no,196,yes,yes,cellular,24,feb,116,1,273,3,failure,no
56,retired,married,primary,no,1947,no,no,cellular,30,oct,631,2,149,3,failure,no
39,technician,married,secondary,no,2266,no,no,cellular,22,may,86,1,93,4,success,no
32,management,married,tertiary,no,937,no,no,cellular,26,may,61,1,190,1,failure,no
45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,323,30,failure,yes
35,admin.,married,tertiary,no,690,no,no,cellular,19,apr,131,2,185,1,failure,no
39,blue-collar,single,tertiary,no,263,yes,no,cellular,29,jan,160,1,199,6,failure,no
58,admin.,divorced,secondary,no,3337,yes,no,telephone,8,oct,369,2,690,3,failure,yes
31,services,single,secondary,no,1510,yes,no,cellular,13,may,72,4,176,1,failure,no
41,management,single,tertiary,no,572,yes,no,cellular,3,feb,419,2,271,2,failure,no
26,blue-collar,married,primary,no,172,yes,no,cellular,18,may,410,3,354,3,failure,no
38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,yes
48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes
44,blue-collar,single,secondary,no,0,yes,no,cellular,4,may,64,2,19,1,failure,no
31,blue-collar,married,secondary,no,631,yes,no,cellular,20,apr,211,2,152,2,failure,no
33,management,single,tertiary,no,191,no,yes,cellular,3,feb,678,4,209,1,failure,no
34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,377,3,7,4,success,no
58,management,married,tertiary,no,4152,yes,no,cellular,13,may,76,7,13,6,success,no
35,technician,married,secondary,no,1092,no,no,cellular,18,may,132,1,360,1,failure,no
50,blue-collar,married,primary,no,953,yes,no,cellular,13,may,315,1,364,2,failure,no
48,management,divorced,tertiary,no,428,yes,no,cellular,4,may,347,2,167,2,failure,no
33,self-employed,single,tertiary,no,658,yes,no,cellular,12,oct,146,2,183,3,failure,no
